	Survived	Sex	Age	Fare	SibSp0	SibSp1	SibSp2	SibSp3	SibSp4	SibSp5	SibSp8	Parch0	Parch1	Parch2	Parch3	Parch4	Parch5	Parch6	Pclass1	Pclass2	Pclass3	EmbarkedC	EmbarkedQ	EmbarkedS
455	1	1	0.36250000000000004	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
456	0	1	0.8125	0.051822148727810165	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
457	1	0	0.0	0.10122885832000206	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
458	1	0	0.625	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
459	0	1	0.0	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
460	1	1	0.6000000000000001	0.051822148727810165	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
461	0	1	0.42500000000000004	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
462	0	1	0.5875	0.07514699533034619	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
463	0	1	0.6000000000000001	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
464	0	1	0.0	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
465	0	1	0.47500000000000003	0.013760683560491965	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
466	0	1	0.0	0.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
467	0	1	0.7000000000000001	0.051822148727810165	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
468	0	1	0.0	0.015078195816283748	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
469	1	0	0.009375000000000001	0.03758969818624431	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
470	0	1	0.0	0.014151057562208049	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
471	0	1	0.47500000000000003	0.016908073949327893	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
472	1	0	0.41250000000000003	0.05416439273810667	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
473	1	0	0.28750000000000003	0.026919605597338588	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
474	0	0	0.275	0.019201521209409888	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
475	0	1	0.0	0.10149724044618187	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
476	0	1	0.42500000000000004	0.04098927018018883	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
477	0	1	0.36250000000000004	0.013752485706455927	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
478	0	1	0.275	0.014679623960531627	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
479	1	0	0.025	0.023983602730431916	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
480	0	1	0.1125	0.09154270340242172	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1
481	0	1	0.0	0.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
482	0	1	0.625	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
483	1	0	0.7875000000000001	0.018713553707264782	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
484	1	1	0.3125	0.17777475888549785	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
485	0	0	0.0	0.049707687947515	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
486	1	0	0.4375	0.17566830077223786	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
487	0	1	0.7250000000000001	0.057970539254838485	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
488	0	1	0.375	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
489	1	1	0.1125	0.031034733136428686	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
490	0	1	0.0	0.03897240290032268	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
491	0	1	0.2625	0.014151057562208049	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
492	0	1	0.6875	0.05953203526170282	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
493	0	1	0.8875000000000001	0.09662576327876685	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
494	0	1	0.2625	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
495	0	1	0.0	0.028220722145058292	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
496	1	0	0.675	0.1527664244005612	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
497	0	1	0.0	0.029473237129564348	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
498	0	0	0.3125	0.29580589980036276	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
499	0	1	0.30000000000000004	0.015216388212891242	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
500	0	1	0.21250000000000002	0.016908073949327893	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
501	0	0	0.2625	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
502	0	0	0.0	0.014891206669461744	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
503	0	0	0.4625	0.018713553707264782	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
504	1	0	0.2	0.16883675574220638	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
505	0	1	0.225	0.2125586439344078	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
506	1	0	0.41250000000000003	0.050748620223090936	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
507	1	1	0.0	0.051822148727810165	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
508	0	1	0.35000000000000003	0.04396587194327397	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
509	1	1	0.325	0.11027245763075773	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
510	1	1	0.36250000000000004	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
511	0	1	0.0	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
512	1	1	0.45	0.05130978285055781	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
513	1	0	0.675	0.11594107850967697	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
514	0	1	0.30000000000000004	0.014630827210317117	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
515	0	1	0.5875	0.06640417918791278	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
516	1	0	0.42500000000000004	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
517	0	1	0.0	0.04713766070721715	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
518	1	0	0.45	0.050748620223090936	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
519	0	1	0.4	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
520	1	0	0.375	0.18249984580226933	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
521	0	1	0.275	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
522	0	1	0.0	0.014102260811993537	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
523	1	0	0.55	0.11316786160148591	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
524	0	1	0.0	0.014110458666029575	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
525	0	1	0.50625	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
526	1	0	0.625	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
527	0	1	0.0	0.4328841690069588	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
528	0	1	0.48750000000000004	0.015468569817999833	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
529	0	1	0.28750000000000003	0.022446505098674838	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
530	1	0	0.025	0.050748620223090936	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
531	0	1	0.0	0.014110458666029575	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
532	0	1	0.21250000000000002	0.014110458666029575	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
533	1	0	0.0	0.04364049521284362	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
534	0	0	0.375	0.016908073949327893	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
535	1	0	0.08750000000000001	0.05123658772523604	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
536	0	1	0.5625	0.051822148727810165	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
537	1	0	0.375	0.20772776566317125	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
538	0	1	0.0	0.028302115124416098	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
539	1	0	0.275	0.09661756542473082	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
540	1	0	0.45	0.13858277060920987	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
541	0	0	0.1125	0.06104473451835265	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
542	0	0	0.1375	0.06104473451835265	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
543	1	1	0.4	0.050748620223090936	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
544	0	1	0.625	0.20772776566317125	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
545	0	1	0.8	0.050748620223090936	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
546	1	0	0.23750000000000002	0.050748620223090936	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
547	1	1	0.0	0.02705779799394608	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
548	0	1	0.41250000000000003	0.04006213192611313	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
549	1	1	0.1	0.07173122281533045	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
550	1	1	0.21250000000000002	0.21642978772242535	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
551	0	1	0.3375	0.050748620223090936	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
552	0	1	0.0	0.015281580671177828	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
553	1	1	0.275	0.014102260811993537	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
554	1	0	0.275	0.015175789316712771	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
555	0	1	0.775	0.051822148727810165	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
556	1	0	0.6000000000000001	0.07729405233978466	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
557	0	1	0.0	0.4440992237022602	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
558	1	0	0.48750000000000004	0.1554664461834305	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1
559	1	0	0.45	0.033962538149299316	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
560	0	1	0.0	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
561	0	1	0.5	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
562	0	1	0.35000000000000003	0.026350245115835676	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
563	0	1	0.0	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
564	0	0	0.0	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
565	0	1	0.30000000000000004	0.04713766070721715	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
566	0	1	0.23750000000000002	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
567	0	0	0.36250000000000004	0.04113566043083236	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
568	0	1	0.0	0.014110458666029575	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
569	1	1	0.4	0.015330377421392339	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
570	1	1	0.775	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
571	1	0	0.6625000000000001	0.10048070654571319	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
572	1	1	0.45	0.051504969851415845	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
573	1	0	0.0	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
574	0	1	0.2	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
575	0	1	0.23750000000000002	0.028302115124416098	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
576	1	0	0.42500000000000004	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
577	1	0	0.48750000000000004	0.1091095334796455	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
578	0	0	0.0	0.028220722145058292	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
579	1	1	0.4	0.015468569817999833	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
580	1	0	0.3125	0.05855610025741262	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
581	1	0	0.48750000000000004	0.21642978772242535	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
582	0	1	0.675	0.050748620223090936	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
583	0	1	0.45	0.07831878409428937	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
584	0	1	0.0	0.017005667449756914	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
585	1	0	0.225	0.1554664461834305	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1
586	0	1	0.5875	0.02927805012870631	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
587	1	1	0.75	0.15458810467956932	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
588	0	1	0.275	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
589	0	1	0.0	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
590	0	1	0.4375	0.013907073811135496	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
591	1	0	0.65	0.1527664244005612	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
592	0	1	0.5875	0.014151057562208049	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
593	0	0	0.0	0.015126992566498259	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0
594	0	1	0.4625	0.050748620223090936	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
595	0	1	0.45	0.04713766070721715	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
596	1	0	0.0	0.06441171028315387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
597	0	1	0.6125	0.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
598	0	1	0.0	0.014102260811993537	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
599	1	1	0.6125	0.11111839809247648	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
600	1	0	0.30000000000000004	0.05270049023167135	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
601	0	1	0.0	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
602	0	1	0.0	0.08275928836380983	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
603	0	1	0.55	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
604	1	1	0.4375	0.051822148727810165	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
605	0	1	0.45	0.030351578633425542	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
606	0	1	0.375	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
607	1	1	0.3375	0.05953203526170282	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
608	1	0	0.275	0.08115719346076702	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
609	1	0	0.5	0.2995388511917728	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
610	0	0	0.48750000000000004	0.06104473451835265	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
611	0	1	0.0	0.013760683560491965	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
612	1	0	0.0	0.030253985132996517	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
613	0	1	0.0	0.015126992566498259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
614	0	1	0.4375	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
615	1	0	0.30000000000000004	0.12687155055772734	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1
616	0	1	0.42500000000000004	0.028106928123558056	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
617	0	0	0.325	0.031425107138144774	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
618	1	0	0.05	0.07612293033463641	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
619	0	1	0.325	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
620	0	1	0.3375	0.028212719478023115	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
621	1	1	0.525	0.10257896680493714	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
622	1	1	0.25	0.030725752114070404	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
623	0	1	0.2625	0.015330377421392339	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
624	0	1	0.2625	0.031425107138144774	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
625	0	1	0.7625000000000001	0.06308600017332605	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
626	0	1	0.7125	0.024105594605968193	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
627	1	0	0.2625	0.15216446768991498	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
628	0	1	0.325	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
629	0	1	0.0	0.015094396337354966	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
630	1	1	1.0	0.05855610025741262	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
631	0	1	0.6375000000000001	0.013768881414528002	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
632	1	1	0.4	0.05953203526170282	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
633	0	1	0.0	0.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
634	0	0	0.1125	0.05445717323939373	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
635	1	0	0.35000000000000003	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
636	0	1	0.4	0.015468569817999833	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
637	0	1	0.3875	0.05123658772523604	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
638	0	0	0.5125000000000001	0.07746484096553544	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1
639	0	1	0.0	0.031425107138144774	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
640	0	1	0.25	0.015330377421392339	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
641	1	0	0.30000000000000004	0.13526459159462315	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
642	0	0	0.025	0.05445717323939373	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
643	1	1	0.0	0.11027245763075773	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
644	1	0	0.009375000000000001	0.03758969818624431	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0
645	1	1	0.6000000000000001	0.1497654242623688	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
646	0	1	0.23750000000000002	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
647	1	1	0.7000000000000001	0.06929138530460494	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
648	0	1	0.0	0.014736618564782174	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
649	1	0	0.28750000000000003	0.014736618564782174	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
650	0	1	0.0	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
651	1	0	0.225	0.044893010197349675	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
652	0	1	0.2625	0.01646070534336126	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
653	1	0	0.0	0.015281580671177828	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
654	0	0	0.225	0.013175122557917838	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
655	0	1	0.30000000000000004	0.1434624456306609	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
656	0	1	0.0	0.015411575213749286	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
657	0	0	0.4	0.030253985132996517	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
658	0	1	0.28750000000000003	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
659	0	1	0.7250000000000001	0.22109807522194713	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0
660	1	1	0.625	0.2608674266467732	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
661	0	1	0.5	0.014102260811993537	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
662	0	1	0.5875	0.04994347384455151	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
663	0	1	0.45	0.014630827210317117	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
664	1	1	0.25	0.015468569817999833	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
665	0	1	0.4	0.1434624456306609	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
666	0	1	0.3125	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
667	0	1	0.0	0.015175789316712771	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
668	0	1	0.5375	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
669	1	0	0.0	0.10149724044618187	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
670	1	0	0.5	0.07612293033463641	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
671	0	1	0.3875	0.10149724044618187	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1
672	0	1	0.875	0.020494635090094415	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
673	1	1	0.3875	0.025374310111545468	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
674	0	1	0.0	0.0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
675	0	1	0.225	0.015175789316712771	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
676	0	1	0.30625	0.015712553569072387	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
677	1	0	0.225	0.019209719063445922	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
678	0	0	0.5375	0.09154270340242172	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1
679	1	1	0.45	1.0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
680	0	0	0.0	0.01588334219482317	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0
681	1	1	0.3375	0.1497654242623688	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
682	0	1	0.25	0.01800600082915438	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
683	0	1	0.17500000000000002	0.09154270340242172	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1
